district,neighborhood,registered,voted,valid,akp,chp,sp
PENDIK,ESENYALI MAH.,340,296,274,187,82,1
PENDIK,ESENYALI MAH.,339,280,269,178,81,6
PENDIK,FATIH MAH.,340,277,255,162,87,2
PENDIK,FATIH MAH.,340,287,270,164,99,2
PENDIK,FATIH MAH.,340,288,279,169,105,5
PENDIK,FATIH MAH.,342,276,265,145,108,8
PENDIK,FATIH MAH.,341,277,256,147,98,3
PENDIK,FATIH MAH.,340,279,267,170,91,5
PENDIK,FATIH MAH.,341,299,290,188,92,5
PENDIK,FATIH MAH.,339,284,272,158,108,6
PENDIK,FATIH MAH.,339,271,264,158,101,4
PENDIK,FATIH MAH.,340,290,274,152,116,3
PENDIK,FATIH MAH.,339,295,278,156,116,2
PENDIK,FATIH MAH.,340,294,280,142,122,11
PENDIK,FATIH MAH.,340,289,281,166,109,4
PENDIK,FATIH MAH.,341,294,282,173,104,1
PENDIK,FATIH MAH.,339,283,264,151,110,2
PENDIK,FATIH MAH.,340,288,273,177,91,4
PENDIK,FATIH MAH.,339,298,290,186,95,5
PENDIK,FATIH MAH.,340,288,272,155,113,2
PENDIK,FATIH MAH.,340,285,276,179,94,2
PENDIK,FATIH MAH.,339,281,269,166,97,1
PENDIK,FATIH MAH.,341,284,274,160,109,1
PENDIK,FATIH MAH.,350,282,267,149,114,1
PENDIK,FATIH MAH.,350,276,265,164,89,9
PENDIK,FATIH MAH.,346,295,285,168,110,2
PENDIK,FATIH MAH.,346,296,275,165,104,3
PENDIK,FATIH MAH.,350,292,280,180,96,2
PENDIK,FATIH MAH.,346,298,283,172,105,0
PENDIK,FATIH MAH.,346,283,277,163,110,2
PENDIK,FATIH MAH.,346,284,267,163,93,5
PENDIK,FATIH MAH.,346,298,284,180,98,3
PENDIK,FATIH MAH.,349,291,276,177,81,5
PENDIK,FATIH MAH.,350,286,276,171,99,3
PENDIK,FATIH MAH.,345,290,287,204,76,5
PENDIK,FATIH MAH.,350,294,277,166,106,4
PENDIK,FATIH MAH.,345,301,286,180,98,5
PENDIK,FATIH MAH.,346,291,279,160,106,11
PENDIK,FATIH MAH.,345,272,263,167,88,4
PENDIK,FATIH MAH.,345,292,286,176,106,1
PENDIK,FATIH MAH.,346,280,268,170,89,7
PENDIK,FATIH MAH.,346,296,282,198,73,5
PENDIK,FATIH MAH.,346,295,284,165,109,5
PENDIK,GUZELYALI MAH.,350,288,279,177,93,1
PENDIK,GUZELYALI MAH.,347,280,260,167,90,0
PENDIK,GUZELYALI MAH.,346,287,277,158,106,4
PENDIK,GUZELYALI MAH.,347,294,289,188,97,2
PENDIK,GUZELYALI MAH.,347,292,286,180,96,7
PENDIK,GUZELYALI MAH.,346,294,278,169,99,9
PENDIK,GUZELYALI MAH.,346,293,290,158,122,3
PENDIK,GUZELYALI MAH.,350,288,277,150,119,4
PENDIK,GUZELYALI MAH.,350,294,279,180,91,6
PENDIK,GUZELYALI MAH.,347,288,284,160,118,4
PENDIK,GUZELYALI MAH.,350,304,290,188,97,1
PENDIK,GUZELYALI MAH.,347,286,279,162,101,10
PENDIK,GUZELYALI MAH.,347,287,281,175,94,9
PENDIK,GUZELYALI MAH.,350,294,283,168,108,3
PENDIK,GUZELYALI MAH.,347,286,281,171,108,1
PENDIK,GUZELYALI MAH.,347,284,274,158,113,1
PENDIK,GUZELYALI MAH.,346,299,288,161,119,5
PENDIK,GUZELYALI MAH.,347,293,286,209,68,4
PENDIK,GUZELYALI MAH.,347,296,290,171,111,5
PENDIK,GUZELYALI MAH.,346,287,284,164,107,6
PENDIK,GUZELYALI MAH.,346,276,266,180,77,5
PENDIK,GUZELYALI MAH.,346,287,281,180,92,4
PENDIK,GUZELYALI MAH.,346,274,259,173,78,5
PENDIK,GUZELYALI MAH.,350,270,254,124,121,3
PENDIK,GUZELYALI MAH.,350,296,289,147,138,1
PENDIK,GUZELYALI MAH.,347,282,274,121,142,11
PENDIK,GUZELYALI MAH.,350,291,287,134,145,2
PENDIK,GUZELYALI MAH.,347,311,305,155,146,4
PENDIK,GUZELYALI MAH.,345,302,300,146,147,4
PENDIK,GUZELYALI MAH.,345,295,284,165,116,0
PENDIK,GUZELYALI MAH.,346,311,300,162,129,5
PENDIK,GUZELYALI MAH.,345,301,287,158,124,3
PENDIK,GUZELYALI MAH.,347,305,299,127,160,9
PENDIK,GUZELYALI MAH.,346,287,280,142,126,6
PENDIK,GUZELYALI MAH.,344,297,292,155,129,5
PENDIK,GUZELYALI MAH.,346,303,293,151,136,1
PENDIK,GUZELYALI MAH.,344,287,277,154,116,3
PENDIK,GUZELYALI MAH.,347,293,281,144,126,9
PENDIK,GUZELYALI MAH.,347,297,285,156,122,3
PENDIK,GUZELYALI MAH.,333,273,266,159,99,7
PENDIK,GUZELYALI MAH.,339,274,264,163,97,1
PENDIK,GUZELYALI MAH.,333,280,275,151,118,5
PENDIK,GUZELYALI MAH.,333,281,272,154,107,5
PENDIK,GUZELYALI MAH.,336,284,279,154,116,7
PENDIK,GUZELYALI MAH.,332,284,268,145,116,5
PENDIK,GUZELYALI MAH.,333,277,263,135,122,3
PENDIK,GUZELYALI MAH.,333,278,271,139,118,12
PENDIK,GUZELYALI MAH.,333,277,271,171,88,7
PENDIK,GUZELYALI MAH.,332,289,281,181,98,0
PENDIK,GUZELYALI MAH.,333,283,274,152,112,9
PENDIK,GUZELYALI MAH.,333,282,270,166,99,3
PENDIK,GUZELYALI MAH.,332,278,269,142,113,12
PENDIK,GUZELYALI MAH.,332,275,271,161,99,9
PENDIK,GUZELYALI MAH.,333,285,276,138,130,3
PENDIK,GUZELYALI MAH.,334,282,274,140,124,8
PENDIK,GUZELYALI MAH.,332,282,276,148,111,11
PENDIK,GUZELYALI MAH.,332,285,273,181,89,1
PENDIK,GUZELYALI MAH.,332,276,266,163,97,3
PENDIK,GUZELYALI MAH.,343,265,262,143,112,2
PENDIK,GUZELYALI MAH.,343,297,284,169,108,6
PENDIK,GUZELYALI MAH.,343,298,289,173,108,7
PENDIK,GUZELYALI MAH.,343,292,287,175,100,6
PENDIK,GUZELYALI MAH.,345,303,291,162,121,5
PENDIK,GUZELYALI MAH.,345,298,293,179,104,6
PENDIK,GUZELYALI MAH.,343,292,285,184,93,7
PENDIK,GUZELYALI MAH.,344,300,288,156,122,4
PENDIK,GUZELYALI MAH.,344,284,274,148,121,4
PENDIK,GUZELYALI MAH.,343,286,277,170,102,4
PENDIK,GUZELYALI MAH.,342,292,285,177,101,7
PENDIK,KAVAKPINAR MAH.,349,290,273,173,87,11
PENDIK,KAVAKPINAR MAH.,349,276,263,177,80,3
PENDIK,KAVAKPINAR MAH.,349,301,290,171,118,0
PENDIK,KAVAKPINAR MAH.,350,295,290,178,105,6
PENDIK,KAVAKPINAR MAH.,350,306,303,207,86,3
PENDIK,KAVAKPINAR MAH.,350,304,285,169,108,6
PENDIK,KAVAKPINAR MAH.,349,300,293,166,121,2
PENDIK,KAVAKPINAR MAH.,349,291,277,184,78,8
PENDIK,KAVAKPINAR MAH.,348,290,273,164,103,3
PENDIK,KAVAKPINAR MAH.,350,281,272,172,95,1
PENDIK,KAVAKPINAR MAH.,348,294,280,179,88,8
PENDIK,KAVAKPINAR MAH.,348,288,282,168,112,0
PENDIK,KAVAKPINAR MAH.,348,296,283,169,108,3
PENDIK,KAVAKPINAR MAH.,345,298,282,163,114,3
PENDIK,KAVAKPINAR MAH.,349,312,300,164,127,4
PENDIK,KAVAKPINAR MAH.,348,300,292,174,111,5
PENDIK,KAVAKPINAR MAH.,349,296,283,202,71,6
PENDIK,KAVAKPINAR MAH.,348,280,265,170,90,2
PENDIK,KAVAKPINAR MAH.,349,291,283,179,92,8
PENDIK,KAVAKPINAR MAH.,349,277,267,171,87,8
PENDIK,KAVAKPINAR MAH.,350,280,270,156,105,5
PENDIK,KAVAKPINAR MAH.,350,305,297,203,85,5
PENDIK,KAVAKPINAR MAH.,342,270,266,143,117,3
PENDIK,KAVAKPINAR MAH.,341,285,267,153,103,4
PENDIK,KAVAKPINAR MAH.,341,278,263,141,112,3
PENDIK,KAVAKPINAR MAH.,341,273,258,147,107,1
PENDIK,KAVAKPINAR MAH.,341,283,280,151,122,6
PENDIK,KAVAKPINAR MAH.,342,307,299,163,131,4
PENDIK,KAVAKPINAR MAH.,344,290,278,144,124,6
PENDIK,KAVAKPINAR MAH.,342,299,292,158,119,13
PENDIK,KAVAKPINAR MAH.,341,284,265,142,120,2
PENDIK,KAVAKPINAR MAH.,342,300,291,159,122,3
PENDIK,KAVAKPINAR MAH.,341,284,265,162,97,0
PENDIK,KAVAKPINAR MAH.,341,294,281,173,102,6
PENDIK,KAVAKPINAR MAH.,341,286,280,153,124,1
PENDIK,KAVAKPINAR MAH.,341,305,285,182,99,3
PENDIK,KAVAKPINAR MAH.,341,276,267,170,90,4
PENDIK,KAVAKPINAR MAH.,342,300,285,141,139,2
PENDIK,KAVAKPINAR MAH.,343,274,261,165,88,5
PENDIK,KAVAKPINAR MAH.,342,296,289,178,102,3
PENDIK,KAVAKPINAR MAH.,341,280,272,172,99,0
PENDIK,KAVAKPINAR MAH.,341,285,275,166,105,2
PENDIK,KAVAKPINAR MAH.,342,278,265,178,80,6
PENDIK,KAVAKPINAR MAH.,341,285,268,169,96,1
PENDIK,KAVAKPINAR MAH.,341,277,273,179,88,3
PENDIK,KAVAKPINAR MAH.,340,288,277,157,114,2
PENDIK,KAVAKPINAR MAH.,340,302,292,170,116,2
PENDIK,KAVAKPINAR MAH.,341,284,261,149,104,6
PENDIK,KAVAKPINAR MAH.,341,279,265,169,92,2
PENDIK,KAVAKPINAR MAH.,340,279,258,163,90,4
PENDIK,KAVAKPINAR MAH.,344,292,280,153,119,4
PENDIK,KAVAKPINAR MAH.,341,288,280,171,103,3
PENDIK,KAVAKPINAR MAH.,340,286,281,161,114,3
PENDIK,KAVAKPINAR MAH.,340,294,287,190,90,5
PENDIK,KAVAKPINAR MAH.,341,282,270,156,101,8
PENDIK,KAVAKPINAR MAH.,342,283,274,162,106,4
PENDIK,KAVAKPINAR MAH.,340,302,290,185,98,4
PENDIK,KAVAKPINAR MAH.,343,290,273,177,93,1
PENDIK,KAVAKPINAR MAH.,341,281,268,162,101,0
PENDIK,KAVAKPINAR MAH.,345,278,269,156,108,5
PENDIK,KAVAKPINAR MAH.,346,277,270,134,133,2
PENDIK,KAVAKPINAR MAH.,350,302,285,142,136,3
PENDIK,KAVAKPINAR MAH.,346,293,281,187,88,4
PENDIK,KAVAKPINAR MAH.,350,284,276,161,111,4
PENDIK,KAVAKPINAR MAH.,350,312,305,157,146,0
PENDIK,KAVAKPINAR MAH.,350,291,282,171,105,3
PENDIK,KAVAKPINAR MAH.,344,293,281,194,81,5
PENDIK,KAVAKPINAR MAH.,345,293,284,159,118,3
PENDIK,KAVAKPINAR MAH.,346,294,278,154,118,4
PENDIK,KAVAKPINAR MAH.,346,290,283,169,104,6
PENDIK,KAVAKPINAR MAH.,346,307,297,171,122,1
PENDIK,KAVAKPINAR MAH.,346,290,277,165,109,3
PENDIK,KAVAKPINAR MAH.,345,303,290,141,143,2
PENDIK,KAVAKPINAR MAH.,345,295,287,176,101,6
PENDIK,KAVAKPINAR MAH.,346,300,288,180,95,9
PENDIK,KAVAKPINAR MAH.,346,287,274,158,111,3
PENDIK,KAVAKPINAR MAH.,344,297,284,155,122,5
PENDIK,KAVAKPINAR MAH.,346,300,291,174,113,4
PENDIK,KAVAKPINAR MAH.,346,288,279,161,108,6
PENDIK,KAVAKPINAR MAH.,345,297,285,164,118,2
PENDIK,KAVAKPINAR MAH.,346,298,282,159,114,5
PENDIK,KAVAKPINAR MAH.,346,296,285,183,99,0
PENDIK,KAVAKPINAR MAH.,346,281,265,132,123,4
PENDIK,KAVAKPINAR MAH.,346,282,272,174,83,9
PENDIK,KAVAKPINAR MAH.,346,292,285,163,114,3
PENDIK,KAVAKPINAR MAH.,345,300,285,173,103,6
PENDIK,KAVAKPINAR MAH.,346,288,279,175,98,6
PENDIK,KAVAKPINAR MAH.,346,288,278,158,114,2
PENDIK,KAVAKPINAR MAH.,350,288,269,170,91,2
PENDIK,KAVAKPINAR MAH.,347,292,280,176,96,4
PENDIK,KAVAKPINAR MAH.,345,287,275,169,101,2
PENDIK,KAVAKPINAR MAH.,344,308,298,194,96,6
PENDIK,KAVAKPINAR MAH.,345,305,295,172,120,0
PENDIK,KAVAKPINAR MAH.,344,296,281,197,76,6
PENDIK,KAVAKPINAR MAH.,345,295,280,157,114,4
PENDIK,KAVAKPINAR MAH.,344,297,286,164,108,9
PENDIK,KAVAKPINAR MAH.,345,300,291,188,95,2
PENDIK,KAVAKPINAR MAH.,345,297,286,159,117,6
PENDIK,KAVAKPINAR MAH.,344,305,298,174,114,5
PENDIK,KAVAKPINAR MAH.,345,297,276,164,102,4
PENDIK,KAVAKPINAR MAH.,344,294,286,178,100,6
PENDIK,KAVAKPINAR MAH.,344,303,285,153,127,3
PENDIK,KAVAKPINAR MAH.,345,291,279,164,106,7
PENDIK,KAVAKPINAR MAH.,345,296,289,142,138,5
PENDIK,KAVAKPINAR MAH.,345,294,278,166,105,5
PENDIK,KAVAKPINAR MAH.,345,309,291,170,111,7
PENDIK,KAVAKPINAR MAH.,344,300,288,173,106,4
PENDIK,KAVAKPINAR MAH.,345,303,292,184,96,6
PENDIK,KAVAKPINAR MAH.,345,302,292,188,96,5
PENDIK,KAVAKPINAR MAH.,345,289,279,169,101,4
PENDIK,KAVAKPINAR MAH.,345,306,300,183,110,4
PENDIK,KAVAKPINAR MAH.,345,297,289,152,132,3
PENDIK,KAVAKPINAR MAH.,344,299,294,177,107,5
PENDIK,KAVAKPINAR MAH.,344,301,287,183,100,4
PENDIK,KAVAKPINAR MAH.,345,303,290,170,110,6
PENDIK,KAVAKPINAR MAH.,345,286,276,166,106,2
PENDIK,ORHANGAZI MAH.,340,280,259,176,73,7
PENDIK,ORHANGAZI MAH.,340,279,268,170,89,1
PENDIK,ORHANGAZI MAH.,340,284,272,193,72,1
PENDIK,ORHANGAZI MAH.,340,294,283,188,81,7
PENDIK,ORHANGAZI MAH.,340,292,283,183,89,8
PENDIK,ORHANGAZI MAH.,340,285,269,192,69,7
PENDIK,ORHANGAZI MAH.,341,297,284,180,89,7
PENDIK,ORHANGAZI MAH.,340,296,282,161,110,8
PENDIK,ORHANGAZI MAH.,341,313,300,213,80,6
PENDIK,ORHANGAZI MAH.,340,297,291,187,95,8
PENDIK,ORHANGAZI MAH.,339,270,263,174,81,6
PENDIK,ORHANGAZI MAH.,340,286,266,174,87,3
PENDIK,ORHANGAZI MAH.,342,299,289,212,75,1
PENDIK,ORHANGAZI MAH.,340,292,286,189,89,2
PENDIK,ORHANGAZI MAH.,340,288,274,176,84,4
PENDIK,ORHANGAZI MAH.,340,286,277,171,97,9
PENDIK,ORHANGAZI MAH.,340,296,289,210,77,2
PENDIK,ORHANGAZI MAH.,340,283,274,195,68,5
PENDIK,ORHANGAZI MAH.,340,280,271,178,85,2
PENDIK,ORHANGAZI MAH.,340,292,276,196,70,8
PENDIK,ORHANGAZI MAH.,340,293,287,210,70,1
PENDIK,ORHANGAZI MAH.,340,298,293,213,68,5
PENDIK,ORHANGAZI MAH.,340,274,266,170,86,5
PENDIK,ORHANGAZI MAH.,341,292,276,204,69,1
PENDIK,ORHANGAZI MAH.,340,281,269,194,66,2
PENDIK,ORHANGAZI MAH.,341,301,296,187,96,9
PENDIK,ORHANGAZI MAH.,340,284,273,203,65,2
PENDIK,ORHANGAZI MAH.,342,277,264,178,70,8
PENDIK,ORHANGAZI MAH.,342,273,259,182,64,10
PENDIK,ORHANGAZI MAH.,340,284,273,193,66,10
PENDIK,ORHANGAZI MAH.,341,287,272,197,68,2
PENDIK,ORHANGAZI MAH.,340,286,271,179,87,3
PENDIK,ORHANGAZI MAH.,340,268,255,165,80,6
PENDIK,ORHANGAZI MAH.,340,296,280,199,71,3
PENDIK,ORHANGAZI MAH.,340,301,287,205,75,5
PENDIK,ORHANGAZI MAH.,344,274,260,157,95,4
PENDIK,ORHANGAZI MAH.,340,278,268,169,92,3
PENDIK,ORHANGAZI MAH.,341,297,280,178,95,5
PENDIK,ORHANGAZI MAH.,340,290,286,166,117,3
PENDIK,ORHANGAZI MAH.,341,284,272,177,86,5
PENDIK,ORHANGAZI MAH.,341,267,255,169,82,3
PENDIK,ORHANGAZI MAH.,343,285,277,180,92,4
PENDIK,ORHANGAZI MAH.,340,281,265,156,102,4
PENDIK,ORHANGAZI MAH.,341,295,286,179,100,2
PENDIK,ORHANGAZI MAH.,340,293,280,169,96,10
PENDIK,ORHANGAZI MAH.,341,292,279,181,93,4
PENDIK,ORHANGAZI MAH.,341,289,282,189,85,6
PENDIK,ORHANGAZI MAH.,340,282,271,155,108,5
PENDIK,ORHANGAZI MAH.,341,278,262,165,91,3
PENDIK,ORHANGAZI MAH.,341,284,277,167,99,4
PENDIK,ORHANGAZI MAH.,341,285,264,170,84,5
PENDIK,ORHANGAZI MAH.,340,282,274,166,102,5
PENDIK,ORHANGAZI MAH.,340,279,265,167,94,2
PENDIK,ORHANGAZI MAH.,342,283,271,179,83,5
PENDIK,ORHANGAZI MAH.,341,301,287,201,78,1
PENDIK,BALLICA MAH.,261,240,238,132,99,5
PENDIK,BALLICA MAH.,260,252,247,162,79,1
PENDIK,CAMLIK MAH.,344,283,273,147,119,1
PENDIK,CAMLIK MAH.,346,302,296,137,148,11
PENDIK,CAMLIK MAH.,344,266,262,131,123,5
PENDIK,CAMLIK MAH.,345,286,276,155,113,4
PENDIK,CAMLIK MAH.,344,285,280,144,122,11
PENDIK,CAMLIK MAH.,344,283,276,133,127,13
PENDIK,CAMLIK MAH.,345,299,290,163,121,5
PENDIK,CAMLIK MAH.,345,289,286,159,116,8
PENDIK,CAMLIK MAH.,345,282,275,147,121,3
PENDIK,CAMLIK MAH.,345,310,306,175,125,4
PENDIK,CAMLIK MAH.,344,287,279,144,126,8
PENDIK,CAMLIK MAH.,345,302,299,165,124,8
PENDIK,CAMLIK MAH.,344,293,283,166,106,3
PENDIK,CAMLIK MAH.,345,305,295,174,115,3
PENDIK,CAMLIK MAH.,341,290,284,136,130,14
PENDIK,CAMLIK MAH.,341,297,292,144,130,12
PENDIK,CAMLIK MAH.,341,305,294,163,119,10
PENDIK,CAMLIK MAH.,341,300,293,139,141,9
PENDIK,CAMLIK MAH.,341,288,277,125,138,9
PENDIK,CAMLIK MAH.,342,294,284,133,135,2
PENDIK,CAMLIK MAH.,342,292,286,143,131,11
PENDIK,CAMLIK MAH.,344,294,286,154,127,3
PENDIK,CAMLIK MAH.,343,290,282,139,131,8
PENDIK,CAMLIK MAH.,343,286,274,151,109,10
PENDIK,CAMLIK MAH.,340,290,284,143,131,8
PENDIK,CAMLIK MAH.,340,270,260,133,117,7
PENDIK,CAMLIK MAH.,341,297,291,158,125,5
PENDIK,CAMLIK MAH.,341,279,273,144,110,12
PENDIK,CAMLIK MAH.,340,294,290,168,119,2
PENDIK,CAMLIK MAH.,340,276,270,155,108,6
PENDIK,CAMLIK MAH.,340,271,261,134,108,8
PENDIK,EMIRLI MAH.,194,183,177,113,61,1
PENDIK,ERTUGRUL GAZI MAH.,350,288,265,155,105,1
PENDIK,ERTUGRUL GAZI MAH.,350,294,270,150,115,3
PENDIK,ERTUGRUL GAZI MAH.,350,316,306,169,130,1
PENDIK,ERTUGRUL GAZI MAH.,350,300,288,166,117,2
PENDIK,ERTUGRUL GAZI MAH.,350,293,283,120,158,3
PENDIK,ERTUGRUL GAZI MAH.,350,300,292,151,135,2
PENDIK,ERTUGRUL GAZI MAH.,350,306,291,170,117,2
PENDIK,ERTUGRUL GAZI MAH.,350,313,298,156,138,3
PENDIK,ERTUGRUL GAZI MAH.,345,303,284,146,132,2
PENDIK,ERTUGRUL GAZI MAH.,345,298,289,160,124,2
PENDIK,ERTUGRUL GAZI MAH.,347,286,272,144,117,4
PENDIK,ERTUGRUL GAZI MAH.,347,287,276,147,119,7
PENDIK,ERTUGRUL GAZI MAH.,344,299,281,139,136,2
PENDIK,ERTUGRUL GAZI MAH.,348,311,303,181,111,4
PENDIK,ERTUGRUL GAZI MAH.,348,296,280,159,112,2
PENDIK,ERTUGRUL GAZI MAH.,345,305,291,156,128,2
PENDIK,ERTUGRUL GAZI MAH.,348,303,284,157,122,2
PENDIK,ERTUGRUL GAZI MAH.,346,309,290,152,128,1
PENDIK,ERTUGRUL GAZI MAH.,343,301,285,148,132,1
PENDIK,ERTUGRUL GAZI MAH.,325,270,260,136,118,3
PENDIK,ERTUGRUL GAZI MAH.,326,277,262,144,106,5
PENDIK,ERTUGRUL GAZI MAH.,326,284,272,154,112,4
PENDIK,ERTUGRUL GAZI MAH.,325,271,258,128,124,2
PENDIK,ERTUGRUL GAZI MAH.,326,287,271,139,128,3
PENDIK,ERTUGRUL GAZI MAH.,325,294,279,165,109,1
PENDIK,ERTUGRUL GAZI MAH.,325,272,256,140,112,3
PENDIK,ERTUGRUL GAZI MAH.,325,274,259,140,114,3
PENDIK,ERTUGRUL GAZI MAH.,328,282,265,137,122,4
PENDIK,ERTUGRUL GAZI MAH.,325,280,258,132,123,2
PENDIK,ERTUGRUL GAZI MAH.,327,273,263,143,118,0
PENDIK,GOCBEYLI MAH.,340,323,309,237,66,4
PENDIK,GOCBEYLI MAH.,338,327,313,215,91,1
PENDIK,GOCBEYLI MAH.,336,329,306,246,56,2
PENDIK,GULLU BAGLAR MAH.,340,288,268,183,78,2
PENDIK,GULLU BAGLAR MAH.,341,286,273,189,74,3
PENDIK,GULLU BAGLAR MAH.,340,303,297,189,98,6
PENDIK,GULLU BAGLAR MAH.,340,298,292,211,71,8
PENDIK,GULLU BAGLAR MAH.,341,281,272,189,79,1
PENDIK,GULLU BAGLAR MAH.,340,299,279,197,74,3
PENDIK,GULLU BAGLAR MAH.,340,295,281,168,107,5
PENDIK,GULLU BAGLAR MAH.,340,295,287,177,101,2
PENDIK,GULLU BAGLAR MAH.,340,310,287,204,78,3
PENDIK,GULLU BAGLAR MAH.,339,280,269,184,77,5
PENDIK,GULLU BAGLAR MAH.,341,302,293,192,92,6
PENDIK,GULLU BAGLAR MAH.,339,289,286,191,87,4
PENDIK,GULLU BAGLAR MAH.,340,294,276,184,87,1
PENDIK,GULLU BAGLAR MAH.,340,302,294,179,106,6
PENDIK,GULLU BAGLAR MAH.,340,301,292,170,116,3
PENDIK,GULLU BAGLAR MAH.,340,298,291,208,75,6
PENDIK,GULLU BAGLAR MAH.,332,274,266,126,129,7
PENDIK,GULLU BAGLAR MAH.,333,275,268,179,80,4
PENDIK,GULLU BAGLAR MAH.,332,277,265,164,98,2
PENDIK,GULLU BAGLAR MAH.,333,285,280,160,109,7
PENDIK,GULLU BAGLAR MAH.,332,290,282,163,111,5
PENDIK,GULLU BAGLAR MAH.,332,291,282,184,93,3
PENDIK,GULLU BAGLAR MAH.,332,294,287,167,116,2
PENDIK,GULLU BAGLAR MAH.,333,302,286,180,98,5
PENDIK,GULLU BAGLAR MAH.,332,287,272,168,100,3
PENDIK,GULLU BAGLAR MAH.,332,282,276,152,114,6
PENDIK,GULLU BAGLAR MAH.,334,285,270,171,95,3
PENDIK,GULLU BAGLAR MAH.,331,288,286,173,107,4
PENDIK,GULLU BAGLAR MAH.,331,293,281,200,74,1
PENDIK,GULLU BAGLAR MAH.,335,302,287,175,104,2
PENDIK,HARMANDERE MAH.,338,268,260,87,168,0
PENDIK,HARMANDERE MAH.,341,276,267,126,134,6
PENDIK,HARMANDERE MAH.,337,281,277,118,152,4
PENDIK,HARMANDERE MAH.,338,282,275,116,152,1
PENDIK,HARMANDERE MAH.,337,278,272,89,174,2
PENDIK,HARMANDERE MAH.,338,286,274,106,158,5
PENDIK,HARMANDERE MAH.,338,293,278,85,190,2
PENDIK,HARMANDERE MAH.,337,294,289,105,179,3
PENDIK,HARMANDERE MAH.,338,286,277,116,151,7
PENDIK,HARMANDERE MAH.,340,282,277,108,161,2
PENDIK,HARMANDERE MAH.,338,283,272,127,140,5
PENDIK,HARMANDERE MAH.,337,289,279,94,178,4
PENDIK,HARMANDERE MAH.,338,287,276,143,121,6
PENDIK,HARMANDERE MAH.,337,285,278,103,168,3
PENDIK,HARMANDERE MAH.,337,281,275,107,166,0
PENDIK,HARMANDERE MAH.,338,279,272,106,158,2
PENDIK,KURNA MAH.,282,234,227,137,78,1
PENDIK,KURNA MAH.,282,246,234,149,77,5
PENDIK,KURNA MAH.,282,251,240,139,96,3
PENDIK,KURTDOGMUS MAH.,243,229,219,139,78,0
PENDIK,KURTDOGMUS MAH.,244,237,232,131,94,4
PENDIK,KURTKOY MAH.,347,257,243,138,99,1
PENDIK,KURTKOY MAH.,350,281,269,157,105,5
PENDIK,KURTKOY MAH.,350,289,277,169,104,4
PENDIK,KURTKOY MAH.,350,290,275,147,111,10
PENDIK,KURTKOY MAH.,349,297,284,160,117,3
PENDIK,KURTKOY MAH.,350,289,280,135,136,6
PENDIK,KURTKOY MAH.,350,292,280,153,126,1
PENDIK,KURTKOY MAH.,349,291,283,168,111,1
PENDIK,KURTKOY MAH.,349,294,278,153,120,4
PENDIK,KURTKOY MAH.,349,290,277,168,103,1
PENDIK,KURTKOY MAH.,347,291,274,188,82,2
PENDIK,KURTKOY MAH.,346,294,276,157,106,9
PENDIK,KURTKOY MAH.,349,286,270,170,86,7
PENDIK,KURTKOY MAH.,350,276,267,154,108,2
PENDIK,KURTKOY MAH.,338,268,252,118,122,5
PENDIK,KURTKOY MAH.,338,281,269,134,123,3
PENDIK,KURTKOY MAH.,338,275,264,159,100,2
PENDIK,KURTKOY MAH.,338,278,259,153,97,6
PENDIK,KURTKOY MAH.,337,287,283,189,89,4
PENDIK,KURTKOY MAH.,338,289,280,181,80,7
PENDIK,KURTKOY MAH.,338,297,284,169,107,5
PENDIK,KURTKOY MAH.,338,288,279,148,121,7
PENDIK,KURTKOY MAH.,337,305,293,183,104,5
PENDIK,KURTKOY MAH.,338,293,285,156,121,7
PENDIK,KURTKOY MAH.,337,278,264,165,93,1
PENDIK,KURTKOY MAH.,341,284,278,145,126,5
PENDIK,KURTKOY MAH.,336,287,277,161,111,2
PENDIK,KURTKOY MAH.,337,287,284,186,94,3
PENDIK,KURTKOY MAH.,338,285,279,174,96,3
PENDIK,KURTKOY MAH.,337,283,279,158,109,6
PENDIK,KURTKOY MAH.,338,281,271,153,110,1
PENDIK,KURTKOY MAH.,338,282,273,152,113,3
PENDIK,KURTKOY MAH.,338,280,272,158,106,4
PENDIK,KURTKOY MAH.,336,271,262,148,102,6
PENDIK,KURTKOY MAH.,337,286,276,174,97,3
PENDIK,KURTKOY MAH.,337,277,269,175,82,6
PENDIK,KURTKOY MAH.,338,274,256,142,103,8
PENDIK,KURTKOY MAH.,338,271,260,148,106,5
PENDIK,KURTKOY MAH.,336,275,268,170,89,6
PENDIK,KURTKOY MAH.,338,279,273,168,95,5
PENDIK,KURTKOY MAH.,339,274,260,152,99,4
PENDIK,KURTKOY MAH.,338,270,260,145,109,1
PENDIK,KURTKOY MAH.,340,269,258,137,115,3
PENDIK,KURTKOY MAH.,338,274,265,123,131,6
PENDIK,KURTKOY MAH.,339,294,283,155,117,7
PENDIK,KURTKOY MAH.,338,284,276,159,107,6
PENDIK,KURTKOY MAH.,337,267,251,137,109,0
PENDIK,KURTKOY MAH.,337,286,281,151,118,4
PENDIK,KURTKOY MAH.,338,273,265,161,95,2
PENDIK,KURTKOY MAH.,337,282,275,155,116,2
PENDIK,KURTKOY MAH.,337,286,277,137,130,3
PENDIK,KURTKOY MAH.,338,281,272,157,105,5
PENDIK,KURTKOY MAH.,338,272,264,127,131,4
PENDIK,KURTKOY MAH.,337,275,270,138,125,2
